c5,c119,c119_coref,c119_ner,c119_pos,c119_lemmatized,c119_dependency,c119_sentiment,corefs
19810422034239I,RETURNED AFTER TAKEOFF DUE TO OIL ON WINDSHIELD. OIL FILLER CAP HAD COME OFF.                                      ,[],[],"[('RETURNED', 'VERB'), ('AFTER', 'ADP'), ('TAKEOFF', 'PROPN'), ('DUE', 'ADP'), ('TO', 'ADP'), ('OIL', 'NOUN'), ('ON', 'PROPN'), ('WINDSHIELD', 'PROPN'), ('.', 'PUNCT'), ('OIL', 'NOUN'), ('FILLER', 'NOUN'), ('CAP', 'PROPN'), ('HAD', 'VERB'), ('COME', 'VERB'), ('OFF', 'PART'), ('.', 'PUNCT'), ('                                     ', 'SPACE')]","['return', 'after', 'TAKEOFF', 'due', 'to', 'oil', 'ON', 'WINDSHIELD', '.', 'oil', 'filler', 'CAP', 'have', 'COME', 'off', '.', '                                     ']","[('RETURNED', 'ROOT', 'RETURNED'), ('AFTER', 'prep', 'RETURNED'), ('TAKEOFF', 'pobj', 'AFTER'), ('DUE', 'amod', 'TAKEOFF'), ('TO', 'prep', 'DUE'), ('OIL', 'pobj', 'DUE'), ('ON', 'prep', 'OIL'), ('WINDSHIELD', 'pobj', 'ON'), ('.', 'punct', 'RETURNED'), ('OIL', 'compound', 'CAP'), ('FILLER', 'compound', 'CAP'), ('CAP', 'nsubj', 'COME'), ('HAD', 'aux', 'COME'), ('COME', 'ROOT', 'COME'), ('OFF', 'advmod', 'COME'), ('.', 'punct', 'COME'), ('                                     ', '', '.')]",-0.125,[]
19810518044989I,DURING TAXI AIRCRAFT HAD NO STEERING OR BRAKES. HYDRAULIC SWITCH FOUND IN OFF POSITION.                            ,[],"[('SWITCH', 'ORG')]","[('DURING', 'ADP'), ('TAXI', 'PROPN'), ('AIRCRAFT', 'PROPN'), ('HAD', 'VERB'), ('NO', 'DET'), ('STEERING', 'NOUN'), ('OR', 'CCONJ'), ('BRAKES', 'PROPN'), ('.', 'PUNCT'), ('HYDRAULIC', 'PROPN'), ('SWITCH', 'NOUN'), ('FOUND', 'VERB'), ('IN', 'ADP'), ('OFF', 'PROPN'), ('POSITION', 'NOUN'), ('.', 'PUNCT'), ('                           ', 'SPACE')]","['during', 'TAXI', 'AIRCRAFT', 'have', 'no', 'steering', 'or', 'BRAKES', '.', 'HYDRAULIC', 'switch', 'find', 'in', 'OFF', 'position', '.', '                           ']","[('DURING', 'prep', 'HAD'), ('TAXI', 'compound', 'AIRCRAFT'), ('AIRCRAFT', 'pobj', 'DURING'), ('HAD', 'ROOT', 'HAD'), ('NO', 'det', 'STEERING'), ('STEERING', 'dobj', 'HAD'), ('OR', 'cc', 'STEERING'), ('BRAKES', 'conj', 'STEERING'), ('.', 'punct', 'HAD'), ('HYDRAULIC', 'compound', 'SWITCH'), ('SWITCH', 'nsubj', 'FOUND'), ('FOUND', 'ROOT', 'FOUND'), ('IN', 'prep', 'FOUND'), ('OFF', 'compound', 'POSITION'), ('POSITION', 'pobj', 'IN'), ('.', 'punct', 'FOUND'), ('                           ', '', '.')]",0.0,[]
19810503034279I,STARTED HELICOPTER WITH MAIN ROTOR STILL TIED DOWN. LEAD WEIGHT ON TIEDOWN STRUCK VERT FIN AND ROTOR BLADE.        ,[],"[('TIEDOWN', 'ORG'), ('VERT FIN', 'PRODUCT')]","[('STARTED', 'VERB'), ('HELICOPTER', 'NOUN'), ('WITH', 'ADP'), ('MAIN', 'ADJ'), ('ROTOR', 'PROPN'), ('STILL', 'ADV'), ('TIED', 'VERB'), ('DOWN', 'PART'), ('.', 'PUNCT'), ('LEAD', 'ADJ'), ('WEIGHT', 'PROPN'), ('ON', 'ADP'), ('TIEDOWN', 'PROPN'), ('STRUCK', 'VERB'), ('VERT', 'PROPN'), ('FIN', 'PROPN'), ('AND', 'CCONJ'), ('ROTOR', 'PROPN'), ('BLADE', 'PROPN'), ('.', 'PUNCT'), ('       ', 'SPACE')]","['start', 'helicopter', 'with', 'main', 'ROTOR', 'still', 'tie', 'down', '.', 'lead', 'WEIGHT', 'on', 'TIEDOWN', 'strike', 'VERT', 'FIN', 'and', 'ROTOR', 'BLADE', '.', '       ']","[('STARTED', 'ROOT', 'STARTED'), ('HELICOPTER', 'dobj', 'STARTED'), ('WITH', 'prep', 'STARTED'), ('MAIN', 'amod', 'ROTOR'), ('ROTOR', 'pobj', 'WITH'), ('STILL', 'advmod', 'TIED'), ('TIED', 'ROOT', 'TIED'), ('DOWN', 'advmod', 'TIED'), ('.', 'punct', 'TIED'), ('LEAD', 'compound', 'WEIGHT'), ('WEIGHT', 'nsubj', 'STRUCK'), ('ON', 'prep', 'WEIGHT'), ('TIEDOWN', 'pobj', 'ON'), ('STRUCK', 'ROOT', 'STRUCK'), ('VERT', 'compound', 'FIN'), ('FIN', 'nmod', 'BLADE'), ('AND', 'cc', 'FIN'), ('ROTOR', 'compound', 'BLADE'), ('BLADE', 'dobj', 'STRUCK'), ('.', 'punct', 'STRUCK'), ('       ', '', '.')]",0.0055555555555555,[]
19810309010619A,FORGOT TO ENRICH MIXTURE FOR LANDING. ENGINE QUIT DUE TO LEAN MIXTURE. LANDED SHORT OF AIRPORT IN A SWAMP.         ,[],[],"[('FORGOT', 'VERB'), ('TO', 'PART'), ('ENRICH', 'VERB'), ('MIXTURE', 'ADJ'), ('FOR', 'ADP'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('ENGINE', 'NOUN'), ('QUIT', 'VERB'), ('DUE', 'ADJ'), ('TO', 'ADP'), ('LEAN', 'PROPN'), ('MIXTURE', 'ADJ'), ('.', 'PUNCT'), ('LANDED', 'VERB'), ('SHORT', 'ADJ'), ('OF', 'ADP'), ('AIRPORT', 'PROPN'), ('IN', 'ADP'), ('A', 'DET'), ('SWAMP', 'NOUN'), ('.', 'PUNCT'), ('        ', 'SPACE')]","['forgot', 'to', 'enrich', 'mixture', 'for', 'landing', '.', 'engine', 'quit', 'due', 'to', 'LEAN', 'mixture', '.', 'land', 'short', 'of', 'AIRPORT', 'in', 'a', 'swamp', '.', '        ']","[('FORGOT', 'ROOT', 'FORGOT'), ('TO', 'aux', 'ENRICH'), ('ENRICH', 'xcomp', 'FORGOT'), ('MIXTURE', 'dobj', 'ENRICH'), ('FOR', 'prep', 'ENRICH'), ('LANDING', 'pobj', 'FOR'), ('.', 'punct', 'FORGOT'), ('ENGINE', 'nsubj', 'QUIT'), ('QUIT', 'ROOT', 'QUIT'), ('DUE', 'oprd', 'QUIT'), ('TO', 'aux', 'LEAN'), ('LEAN', 'ROOT', 'LEAN'), ('MIXTURE', 'dobj', 'LEAN'), ('.', 'punct', 'LEAN'), ('LANDED', 'ROOT', 'LANDED'), ('SHORT', 'amod', 'LANDED'), ('OF', 'prep', 'SHORT'), ('AIRPORT', 'pobj', 'OF'), ('IN', 'prep', 'LANDED'), ('A', 'det', 'SWAMP'), ('SWAMP', 'pobj', 'IN'), ('.', 'punct', 'LANDED'), ('        ', '', '.')]",-0.0625,[]
19810329019909I,DURING TAKEOFF NOSE GEAR AND STRUT FELL OFF.  SCISSORS PIN NOT INSTALLED.                                          ,[],[],"[('DURING', 'ADP'), ('TAKEOFF', 'PROPN'), ('NOSE', 'PROPN'), ('GEAR', 'PROPN'), ('AND', 'CCONJ'), ('STRUT', 'PROPN'), ('FELL', 'VERB'), ('OFF', 'ADV'), ('.', 'PUNCT'), (' ', 'SPACE'), ('SCISSORS', 'PROPN'), ('PIN', 'PROPN'), ('NOT', 'ADV'), ('INSTALLED', 'VERB'), ('.', 'PUNCT'), ('                                         ', 'SPACE')]","['during', 'TAKEOFF', 'NOSE', 'GEAR', 'and', 'STRUT', 'fall', 'off', '.', ' ', 'SCISSORS', 'PIN', 'not', 'instal', '.', '                                         ']","[('DURING', 'prep', 'FELL'), ('TAKEOFF', 'compound', 'GEAR'), ('NOSE', 'compound', 'GEAR'), ('GEAR', 'pobj', 'DURING'), ('AND', 'cc', 'GEAR'), ('STRUT', 'conj', 'GEAR'), ('FELL', 'ROOT', 'FELL'), ('OFF', 'prt', 'FELL'), ('.', 'punct', 'FELL'), (' ', '', '.'), ('SCISSORS', 'compound', 'PIN'), ('PIN', 'nsubj', 'INSTALLED'), ('NOT', 'neg', 'INSTALLED'), ('INSTALLED', 'ROOT', 'INSTALLED'), ('.', 'punct', 'INSTALLED'), ('                                         ', '', '.')]",0.0,[]
19810303007119A,VEERED OFF RUNWAY ON LANDING.  HIT PARKED AIRPLANE.  NEWLY INSTALLED CARPETING RESTRICTED RUDDER PEDAL MOVEMENT.   ,[],[],"[('VEERED', 'VERB'), ('OFF', 'ADP'), ('RUNWAY', 'NOUN'), ('ON', 'ADP'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), (' ', 'SPACE'), ('HIT', 'VERB'), ('PARKED', 'ADP'), ('AIRPLANE', 'NOUN'), ('.', 'PUNCT'), (' ', 'SPACE'), ('NEWLY', 'ADV'), ('INSTALLED', 'VERB'), ('CARPETING', 'NOUN'), ('RESTRICTED', 'ADJ'), ('RUDDER', 'PROPN'), ('PEDAL', 'PROPN'), ('MOVEMENT', 'PROPN'), ('.', 'PUNCT'), ('  ', 'SPACE')]","['veer', 'off', 'runway', 'on', 'landing', '.', ' ', 'HIT', 'parked', 'airplane', '.', ' ', 'newly', 'instal', 'carpeting', 'restricted', 'RUDDER', 'PEDAL', 'MOVEMENT', '.', '  ']","[('VEERED', 'ROOT', 'VEERED'), ('OFF', 'advmod', 'VEERED'), ('RUNWAY', 'pobj', 'OFF'), ('ON', 'prep', 'VEERED'), ('LANDING', 'pobj', 'ON'), ('.', 'punct', 'VEERED'), (' ', '', '.'), ('HIT', 'ROOT', 'HIT'), ('PARKED', 'amod', 'AIRPLANE'), ('AIRPLANE', 'dobj', 'HIT'), ('.', 'punct', 'HIT'), (' ', '', '.'), ('NEWLY', 'ROOT', 'NEWLY'), ('INSTALLED', 'compound', 'CARPETING'), ('CARPETING', 'dobj', 'NEWLY'), ('RESTRICTED', 'amod', 'MOVEMENT'), ('RUDDER', 'compound', 'PEDAL'), ('PEDAL', 'compound', 'MOVEMENT'), ('MOVEMENT', 'ROOT', 'MOVEMENT'), ('.', 'punct', 'MOVEMENT'), ('  ', '', '.')]",0.1363636363636363,[]
19810414020139A,FORGOT TO REMOVE ENGINE NACELLE COVERS. ENGINE OVERHEATED. STRUCK DITCH ON EMERGENCY LANDING IN A PASTURE.         ,[],[],"[('FORGOT', 'VERB'), ('TO', 'PART'), ('REMOVE', 'VERB'), ('ENGINE', 'PROPN'), ('NACELLE', 'PROPN'), ('COVERS', 'VERB'), ('.', 'PUNCT'), ('ENGINE', 'NOUN'), ('OVERHEATED', 'VERB'), ('.', 'PUNCT'), ('STRUCK', 'VERB'), ('DITCH', 'PROPN'), ('ON', 'PROPN'), ('EMERGENCY', 'NOUN'), ('LANDING', 'NOUN'), ('IN', 'ADP'), ('A', 'DET'), ('PASTURE', 'PROPN'), ('.', 'PUNCT'), ('        ', 'SPACE')]","['forgot', 'to', 'remove', 'ENGINE', 'NACELLE', 'cover', '.', 'engine', 'overheat', '.', 'strike', 'DITCH', 'ON', 'emergency', 'landing', 'in', 'a', 'PASTURE', '.', '        ']","[('FORGOT', 'ROOT', 'FORGOT'), ('TO', 'aux', 'REMOVE'), ('REMOVE', 'xcomp', 'FORGOT'), ('ENGINE', 'compound', 'COVERS'), ('NACELLE', 'compound', 'COVERS'), ('COVERS', 'dobj', 'REMOVE'), ('.', 'punct', 'FORGOT'), ('ENGINE', 'ROOT', 'ENGINE'), ('OVERHEATED', 'advmod', 'ENGINE'), ('.', 'punct', 'ENGINE'), ('STRUCK', 'ROOT', 'STRUCK'), ('DITCH', 'dobj', 'STRUCK'), ('ON', 'prep', 'DITCH'), ('EMERGENCY', 'compound', 'LANDING'), ('LANDING', 'pobj', 'ON'), ('IN', 'prep', 'LANDING'), ('A', 'det', 'PASTURE'), ('PASTURE', 'pobj', 'IN'), ('.', 'punct', 'STRUCK'), ('        ', '', '.')]",0.0,[]
19810516026109A,"FAILED TO LOCK CANOPY BEFORE TAKEOFF. CANOPY CAME OPEN. LOST CONTROL. LANDED IN MUDDY FIELD, FLIPPED OVER.         ","[CANOPY: [CANOPY, CANOPY]]",[],"[('FAILED', 'VERB'), ('TO', 'PART'), ('LOCK', 'VERB'), ('CANOPY', 'PROPN'), ('BEFORE', 'ADP'), ('TAKEOFF', 'PROPN'), ('.', 'PUNCT'), ('CANOPY', 'NOUN'), ('CAME', 'VERB'), ('OPEN', 'ADJ'), ('.', 'PUNCT'), ('LOST', 'VERB'), ('CONTROL', 'PROPN'), ('.', 'PUNCT'), ('LANDED', 'VERB'), ('IN', 'ADP'), ('MUDDY', 'ADJ'), ('FIELD', 'PROPN'), (',', 'PUNCT'), ('FLIPPED', 'VERB'), ('OVER', 'ADV'), ('.', 'PUNCT'), ('        ', 'SPACE')]","['fail', 'to', 'lock', 'CANOPY', 'before', 'TAKEOFF', '.', 'canopy', 'come', 'open', '.', 'lose', 'CONTROL', '.', 'land', 'in', 'muddy', 'FIELD', ',', 'flip', 'over', '.', '        ']","[('FAILED', 'ROOT', 'FAILED'), ('TO', 'aux', 'LOCK'), ('LOCK', 'xcomp', 'FAILED'), ('CANOPY', 'dobj', 'LOCK'), ('BEFORE', 'prep', 'LOCK'), ('TAKEOFF', 'pobj', 'BEFORE'), ('.', 'punct', 'FAILED'), ('CANOPY', 'nsubj', 'CAME'), ('CAME', 'ROOT', 'CAME'), ('OPEN', 'acomp', 'CAME'), ('.', 'punct', 'CAME'), ('LOST', 'ROOT', 'LOST'), ('CONTROL', 'dobj', 'LOST'), ('.', 'punct', 'LOST'), ('LANDED', 'advcl', 'FLIPPED'), ('IN', 'prep', 'LANDED'), ('MUDDY', 'amod', 'FIELD'), ('FIELD', 'pobj', 'IN'), (',', 'punct', 'FLIPPED'), ('FLIPPED', 'ROOT', 'FLIPPED'), ('OVER', 'prt', 'FLIPPED'), ('.', 'punct', 'FLIPPED'), ('        ', '', '.')]",-0.25,"[[[3, 3], [7, 7]]]"
19810315009829A,"USED FLAPS IN PLACE OF SPEED BRAKE. OVERSHOT RUNWAY. STALLED, TRYING A GO-AROUND FOR ALTERNATE RUNWAY.             ",[],[],"[('USED', 'VERB'), ('FLAPS', 'PROPN'), ('IN', 'ADP'), ('PLACE', 'PROPN'), ('OF', 'ADP'), ('SPEED', 'PROPN'), ('BRAKE', 'PROPN'), ('.', 'PUNCT'), ('OVERSHOT', 'VERB'), ('RUNWAY', 'NOUN'), ('.', 'PUNCT'), ('STALLED', 'VERB'), (',', 'PUNCT'), ('TRYING', 'VERB'), ('A', 'DET'), ('GO', 'VERB'), ('-', 'PUNCT'), ('AROUND', 'NOUN'), ('FOR', 'ADP'), ('ALTERNATE', 'ADJ'), ('RUNWAY', 'PROPN'), ('.', 'PUNCT'), ('            ', 'SPACE')]","['use', 'FLAPS', 'in', 'PLACE', 'of', 'SPEED', 'BRAKE', '.', 'overshoot', 'runway', '.', 'stall', ',', 'try', 'a', 'go', '-', 'around', 'for', 'alternate', 'RUNWAY', '.', '            ']","[('USED', 'ROOT', 'USED'), ('FLAPS', 'dobj', 'USED'), ('IN', 'prep', 'USED'), ('PLACE', 'pobj', 'IN'), ('OF', 'prep', 'PLACE'), ('SPEED', 'compound', 'BRAKE'), ('BRAKE', 'pobj', 'OF'), ('.', 'punct', 'USED'), ('OVERSHOT', 'amod', 'RUNWAY'), ('RUNWAY', 'ROOT', 'RUNWAY'), ('.', 'punct', 'RUNWAY'), ('STALLED', 'ROOT', 'STALLED'), (',', 'punct', 'STALLED'), ('TRYING', 'conj', 'STALLED'), ('A', 'det', 'AROUND'), ('GO', 'compound', 'AROUND'), ('-', 'punct', 'AROUND'), ('AROUND', 'dobj', 'TRYING'), ('FOR', 'prep', 'TRYING'), ('ALTERNATE', 'amod', 'RUNWAY'), ('RUNWAY', 'pobj', 'FOR'), ('.', 'punct', 'STALLED'), ('            ', '', '.')]",0.0,[]
19810424018779A,SPOILERS WERE DEPLOYED ON CLIMBOUT ON GLIDER. TOW PILOT RELEASED GLIDER TO CLEAR WIRES. GLIDER CRASHED.            ,"[CLIMBOUT ON GLIDER: [CLIMBOUT ON GLIDER, GLIDER]]",[],"[('SPOILERS', 'NOUN'), ('WERE', 'VERB'), ('DEPLOYED', 'ADV'), ('ON', 'ADP'), ('CLIMBOUT', 'PROPN'), ('ON', 'PROPN'), ('GLIDER', 'PROPN'), ('.', 'PUNCT'), ('TOW', 'NOUN'), ('PILOT', 'NOUN'), ('RELEASED', 'VERB'), ('GLIDER', 'PROPN'), ('TO', 'ADP'), ('CLEAR', 'PROPN'), ('WIRES', 'PROPN'), ('.', 'PUNCT'), ('GLIDER', 'NOUN'), ('CRASHED', 'VERB'), ('.', 'PUNCT'), ('           ', 'SPACE')]","['spoiler', 'be', 'deployed', 'on', 'CLIMBOUT', 'ON', 'GLIDER', '.', 'tow', 'pilot', 'release', 'GLIDER', 'to', 'CLEAR', 'WIRES', '.', 'GLIDER', 'crash', '.', '           ']","[('SPOILERS', 'nsubj', 'WERE'), ('WERE', 'ROOT', 'WERE'), ('DEPLOYED', 'acomp', 'WERE'), ('ON', 'prep', 'DEPLOYED'), ('CLIMBOUT', 'compound', 'GLIDER'), ('ON', 'compound', 'GLIDER'), ('GLIDER', 'pobj', 'ON'), ('.', 'punct', 'WERE'), ('TOW', 'compound', 'PILOT'), ('PILOT', 'nsubj', 'RELEASED'), ('RELEASED', 'ROOT', 'RELEASED'), ('GLIDER', 'dobj', 'RELEASED'), ('TO', 'prep', 'RELEASED'), ('CLEAR', 'amod', 'WIRES'), ('WIRES', 'pobj', 'TO'), ('.', 'punct', 'RELEASED'), ('GLIDER', 'nsubj', 'CRASHED'), ('CRASHED', 'ROOT', 'CRASHED'), ('.', 'punct', 'CRASHED'), ('           ', '', '.')]",0.1,"[[[4, 6], [11, 11]]]"
19810521027239A,TOOK OFF WITH NOSE WHEEL DISCONNECTED. AIRPLANE RAN OFF RUNWAY ON LANDING.                                         ,[],"[('AIRPLANE', 'ORG')]","[('TOOK', 'VERB'), ('OFF', 'PART'), ('WITH', 'ADP'), ('NOSE', 'NOUN'), ('WHEEL', 'PROPN'), ('DISCONNECTED', 'PROPN'), ('.', 'PUNCT'), ('AIRPLANE', 'NOUN'), ('RAN', 'VERB'), ('OFF', 'ADP'), ('RUNWAY', 'NOUN'), ('ON', 'ADP'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('                                        ', 'SPACE')]","['take', 'off', 'with', 'nose', 'WHEEL', 'DISCONNECTED', '.', 'airplane', 'run', 'off', 'runway', 'on', 'landing', '.', '                                        ']","[('TOOK', 'ROOT', 'TOOK'), ('OFF', 'prt', 'TOOK'), ('WITH', 'prep', 'TOOK'), ('NOSE', 'compound', 'WHEEL'), ('WHEEL', 'pobj', 'WITH'), ('DISCONNECTED', 'advmod', 'TOOK'), ('.', 'punct', 'TOOK'), ('AIRPLANE', 'nsubj', 'RAN'), ('RAN', 'ROOT', 'RAN'), ('OFF', 'prep', 'RAN'), ('RUNWAY', 'compound', 'LANDING'), ('ON', 'compound', 'LANDING'), ('LANDING', 'pobj', 'OFF'), ('.', 'punct', 'RAN'), ('                                        ', '', '.')]",0.0,[]
19810301019129A,"VEERED OFF RUNWAY ON LANDING. UNABLE TO CORRECT. RUDDER PEDAL BLOCKED BY LOOSE CONTROL LOCK, LYING ON FLOOR.       ",[],"[('LOOSE CONTROL LOCK', 'ORG')]","[('VEERED', 'VERB'), ('OFF', 'ADP'), ('RUNWAY', 'NOUN'), ('ON', 'ADP'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('UNABLE', 'ADJ'), ('TO', 'PART'), ('CORRECT', 'VERB'), ('.', 'PUNCT'), ('RUDDER', 'PROPN'), ('PEDAL', 'NOUN'), ('BLOCKED', 'VERB'), ('BY', 'ADP'), ('LOOSE', 'PROPN'), ('CONTROL', 'NOUN'), ('LOCK', 'PROPN'), (',', 'PUNCT'), ('LYING', 'VERB'), ('ON', 'ADP'), ('FLOOR', 'PROPN'), ('.', 'PUNCT'), ('      ', 'SPACE')]","['veer', 'off', 'runway', 'on', 'landing', '.', 'unable', 'to', 'correct', '.', 'RUDDER', 'pedal', 'block', 'by', 'LOOSE', 'control', 'LOCK', ',', 'lie', 'on', 'FLOOR', '.', '      ']","[('VEERED', 'ROOT', 'VEERED'), ('OFF', 'advmod', 'VEERED'), ('RUNWAY', 'pobj', 'OFF'), ('ON', 'prep', 'VEERED'), ('LANDING', 'pobj', 'ON'), ('.', 'punct', 'VEERED'), ('UNABLE', 'ROOT', 'UNABLE'), ('TO', 'aux', 'CORRECT'), ('CORRECT', 'xcomp', 'UNABLE'), ('.', 'punct', 'UNABLE'), ('RUDDER', 'compound', 'PEDAL'), ('PEDAL', 'nsubj', 'BLOCKED'), ('BLOCKED', 'ROOT', 'BLOCKED'), ('BY', 'prep', 'BLOCKED'), ('LOOSE', 'compound', 'LOCK'), ('CONTROL', 'compound', 'LOCK'), ('LOCK', 'pobj', 'BY'), (',', 'punct', 'LOCK'), ('LYING', 'compound', 'FLOOR'), ('ON', 'compound', 'FLOOR'), ('FLOOR', 'appos', 'LOCK'), ('.', 'punct', 'BLOCKED'), ('      ', '', '.')]",-0.2884615384615384,[]
19810514025209A,ENGINE LOST POWER ON TAKEOFF. LANDED IN SWAMPY TUNDRA END OF RUNWAY. NOSED OVER. FOUND RAG IN ENGINE AIR INTAKE.   ,[],"[('ENGINE', 'ORG')]","[('ENGINE', 'NOUN'), ('LOST', 'VERB'), ('POWER', 'NOUN'), ('ON', 'PROPN'), ('TAKEOFF', 'PROPN'), ('.', 'PUNCT'), ('LANDED', 'VERB'), ('IN', 'ADP'), ('SWAMPY', 'ADJ'), ('TUNDRA', 'PROPN'), ('END', 'NOUN'), ('OF', 'ADP'), ('RUNWAY', 'NOUN'), ('.', 'PUNCT'), ('NOSED', 'ADJ'), ('OVER', 'PART'), ('.', 'PUNCT'), ('FOUND', 'VERB'), ('RAG', 'NOUN'), ('IN', 'ADP'), ('ENGINE', 'NOUN'), ('AIR', 'PROPN'), ('INTAKE', 'NOUN'), ('.', 'PUNCT'), ('  ', 'SPACE')]","['engine', 'lose', 'power', 'ON', 'TAKEOFF', '.', 'land', 'in', 'swampy', 'TUNDRA', 'end', 'of', 'runway', '.', 'nosed', 'over', '.', 'find', 'rag', 'in', 'engine', 'AIR', 'intake', '.', '  ']","[('ENGINE', 'nsubj', 'LOST'), ('LOST', 'ROOT', 'LOST'), ('POWER', 'dobj', 'LOST'), ('ON', 'prep', 'LOST'), ('TAKEOFF', 'pobj', 'ON'), ('.', 'punct', 'LOST'), ('LANDED', 'ROOT', 'LANDED'), ('IN', 'prep', 'LANDED'), ('SWAMPY', 'amod', 'END'), ('TUNDRA', 'compound', 'END'), ('END', 'pobj', 'IN'), ('OF', 'prep', 'END'), ('RUNWAY', 'pobj', 'OF'), ('.', 'punct', 'LANDED'), ('NOSED', 'ROOT', 'NOSED'), ('OVER', 'prt', 'NOSED'), ('.', 'punct', 'NOSED'), ('FOUND', 'ROOT', 'FOUND'), ('RAG', 'dobj', 'FOUND'), ('IN', 'prep', 'FOUND'), ('ENGINE', 'compound', 'INTAKE'), ('AIR', 'compound', 'INTAKE'), ('INTAKE', 'pobj', 'IN'), ('.', 'punct', 'FOUND'), ('  ', '', '.')]",0.0,[]
19810519026869A,TRIED TO TAKE OFF WITH SKIDS TIED DOWN. HELICOPTER FELL OFF HELIPAD ONTO LOWER DECK. TIE-DOWN NOT FLAGGED.         ,[],[],"[('TRIED', 'VERB'), ('TO', 'PART'), ('TAKE', 'VERB'), ('OFF', 'PART'), ('WITH', 'ADP'), ('SKIDS', 'PROPN'), ('TIED', 'VERB'), ('DOWN', 'ADV'), ('.', 'PUNCT'), ('HELICOPTER', 'NOUN'), ('FELL', 'VERB'), ('OFF', 'ADP'), ('HELIPAD', 'NOUN'), ('ONTO', 'ADP'), ('LOWER', 'ADJ'), ('DECK', 'NOUN'), ('.', 'PUNCT'), ('TIE', 'PROPN'), ('-', 'PUNCT'), ('DOWN', 'NOUN'), ('NOT', 'ADV'), ('FLAGGED', 'VERB'), ('.', 'PUNCT'), ('        ', 'SPACE')]","['try', 'to', 'take', 'off', 'with', 'SKIDS', 'tie', 'down', '.', 'helicopter', 'fall', 'off', 'helipad', 'onto', 'lower', 'deck', '.', 'TIE', '-', 'down', 'not', 'flag', '.', '        ']","[('TRIED', 'ROOT', 'TRIED'), ('TO', 'aux', 'TAKE'), ('TAKE', 'xcomp', 'TRIED'), ('OFF', 'prt', 'TAKE'), ('WITH', 'prep', 'TAKE'), ('SKIDS', 'nsubj', 'TIED'), ('TIED', 'pcomp', 'WITH'), ('DOWN', 'advmod', 'TIED'), ('.', 'punct', 'TRIED'), ('HELICOPTER', 'nsubj', 'FELL'), ('FELL', 'ROOT', 'FELL'), ('OFF', 'prep', 'FELL'), ('HELIPAD', 'pobj', 'OFF'), ('ONTO', 'prep', 'FELL'), ('LOWER', 'amod', 'DECK'), ('DECK', 'pobj', 'ONTO'), ('.', 'punct', 'FELL'), ('TIE', 'compound', 'DOWN'), ('-', 'punct', 'DOWN'), ('DOWN', 'nsubj', 'FLAGGED'), ('NOT', 'neg', 'FLAGGED'), ('FLAGGED', 'ROOT', 'FLAGGED'), ('.', 'punct', 'FLAGGED'), ('        ', '', '.')]",-0.1555555555555555,[]
19810507022549A,"FAILED TO ASSURE DOOR SECURED PRIOR TO TAKEOFF. DOOR OPEN ON CLIMBOUT. LOST CONTROL, CRASH-LANDED OFF END OF RUNWAY",[],"[('CONTROL', 'ORG')]","[('FAILED', 'VERB'), ('TO', 'PART'), ('ASSURE', 'VERB'), ('DOOR', 'NOUN'), ('SECURED', 'VERB'), ('PRIOR', 'ADV'), ('TO', 'ADP'), ('TAKEOFF', 'PROPN'), ('.', 'PUNCT'), ('DOOR', 'NOUN'), ('OPEN', 'ADJ'), ('ON', 'ADP'), ('CLIMBOUT', 'NOUN'), ('.', 'PUNCT'), ('LOST', 'VERB'), ('CONTROL', 'NOUN'), (',', 'PUNCT'), ('CRASH', 'PROPN'), ('-', 'PUNCT'), ('LANDED', 'VERB'), ('OFF', 'ADP'), ('END', 'NOUN'), ('OF', 'ADP'), ('RUNWAY', 'NOUN')]","['fail', 'to', 'assure', 'door', 'secure', 'prior', 'to', 'TAKEOFF', '.', 'door', 'open', 'on', 'climbout', '.', 'lose', 'control', ',', 'CRASH', '-', 'land', 'off', 'end', 'of', 'RUNWAY']","[('FAILED', 'ROOT', 'FAILED'), ('TO', 'aux', 'ASSURE'), ('ASSURE', 'xcomp', 'FAILED'), ('DOOR', 'dobj', 'ASSURE'), ('SECURED', 'appos', 'ASSURE'), ('PRIOR', 'advmod', 'ASSURE'), ('TO', 'prep', 'PRIOR'), ('TAKEOFF', 'pobj', 'TO'), ('.', 'punct', 'FAILED'), ('DOOR', 'ROOT', 'DOOR'), ('OPEN', 'amod', 'ON'), ('ON', 'ROOT', 'ON'), ('CLIMBOUT', 'pobj', 'ON'), ('.', 'punct', 'ON'), ('LOST', 'ROOT', 'LOST'), ('CONTROL', 'dobj', 'LOST'), (',', 'punct', 'LOST'), ('CRASH', 'compound', 'LANDED'), ('-', 'punct', 'LANDED'), ('LANDED', 'nsubj', 'OFF'), ('OFF', 'ROOT', 'OFF'), ('END', 'pobj', 'OFF'), ('OF', 'prep', 'END'), ('RUNWAY', 'pobj', 'OF')]",-0.1666666666666666,[]
