,c5_id,c119_input,input,corefs
41,19780130004789I,PILOT FAILED TO CHECK POSITION OF GEAR HANDLE. GEAR RETRACTED ON TAKEOFF ROLL.                                     ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁', 'jun', 'e', '▁6', ',', '▁2001', ',', '▁about', '▁08', '00', '▁', 'hrs', '.', '▁eastern', '▁standard', '▁time', ',', '▁', 'a', '▁ces', 's', 'n', 'a', '▁150', ',', '▁', 'n', '22', '07', 'j', ',', '▁registered', '▁', 't', 't', '▁fr', 'e', 'de', 'rick', '▁pi', 'shot', 't', 'a', '</s>']",[]
42,19780102000459I,"TAXIED OFF RUNWAY, STRUCK DITCH AT NIGHT. LANDING LIGHT WAS INOPERATIVE.                                           ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁', 'n', '7', '59', 't', 'y', ',', '▁ce', '-18', '2', '▁was', '▁', 'en', '▁route', '▁from', '▁hot', '▁spring', 's', ',', '▁', 'ark', 'ans', 'a', 's', '▁to', '▁', 'f', 'a', 'y', 'ette', 'ville', ',', '▁', 'ten', 'ness', 'e', 'e', ',', '▁when', '▁the', '▁aircraft', '▁engine', '▁', 'q', '</s>']",[]
43,19771213042839A,"RUDDER,R AIL CTL LOCKS INSTALLED.REAR CG AFT OF OPTIMUM RANGE BUT FORWARD OF REARMOST LIMIT.                       ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁', 'en', 'route', '▁to', '▁muscle', '▁', 'sho', 'als', '▁al', 'a', '.', '▁(', '▁', 'm', 's', 'l', ')', '▁from', '▁reform', '▁al', 'a', '.', '▁(', '▁3', 'm', '8', ')', '▁at', '▁3', '000', '▁feet', ',', '▁', 'm', 'r', '.', '▁rich', 'ard', 'son', '▁experienced', '▁loss', '▁of', '▁', 'r', '</s>']",[]
44,19771104034549A,"RT BRAKE PUCK 70 WORN,FADING FOR LAST WK.                                                                          ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁febr', 'u', 'ary', '▁1', ',', '▁2004', ',', '▁at', '▁', '1700', '▁eastern', '▁standard', '▁time', ',', '▁', 'a', '▁', 's', 'a', 'a', 'b', '▁', '340', 'a', ',', '▁', 'n', '158', 's', 'd', ',', '▁operated', '▁by', '▁shuttle', '▁', 'america', '▁in', 'c', '.', '▁(', '▁', 'u', 'h', '</s>']",[]
45,19770927027719A,WATER IN REAR COMPTMT FLOATS.EXCEEDED AFT CG LMT.THROTTLE FRICTION LOOSE.                                          ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁', 'o', 'c', 'to', 'ber', '▁21', ',', '▁2005', ',', '▁', 'a', '▁ces', 's', 'n', 'a', '▁', '310', ',', '▁registration', '▁number', '▁', 'n', '33', '46', 'x', ',', '▁', 's', '/', 'n', '▁', '310', 'l', '-01', '96', ',', '▁lost', '▁its', '▁right', '▁brake', '▁as', '▁it', '▁was', '</s>']",[]
46,19780115003139I,NEW AIRCRAFT OWNER NOT AWARE OF PURPOSE OR OPERATION OF QUICK DRAIN. PARTIALLY OPENED ON PREFLIGHT.                ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁the', '▁pilot', '▁', '^', 'pri', 'vac', 'y', '▁data', '▁', 'o', 'mitted', '^', '▁', 'departed', '▁mil', 'w', 'au', 'ke', 'e', '▁', 't', 'immer', 'man', '▁airport', '▁(', '▁km', 'w', 'c', ')', '▁on', '▁', 'jan', 'u', 'ary', '▁18', 'th', ',', '▁2008', '▁at', '▁22', '58', '▁', 'u', 't', '</s>']","[[[10, 11]]]"
47,19780206006149I,"PILOT FAILED TO REMOVE TOW BAR BEFORE TAKEOFF. STRANGE NOISE DURING RETRACTION. GEAR EXTENDED OK, LANDED OK.       ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁on', '▁7', '/2', '2/', '08', '▁at', '▁12', '49', '▁', 'm', 's', 't', ',', '▁ces', 's', 'n', 'a', '▁', 't', '18', '2', 't', ',', '▁', 'n', '56', '2', 'g', 'k', ',', '▁ab', 'or', 'ted', '▁', 'a', '▁take', 'off', '▁with', '▁both', '▁main', '▁wheels', '▁on', '▁fire', '.', '▁tower', '▁and', '▁fire', '▁de', 'par', '</s>']",[]
48,19771016042599A,WIND GUSTING TO 25.                                                                                                ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'a', 'c', 'f', 't', '▁crashed', '▁after', '▁take', 'off', ',', '▁bliss', 'field', ',', '▁mi', '▁(', '▁', '.', '19', ')', '▁on', '▁', 'ju', 'ly', '▁2', ',', '▁1998', ',', '▁at', '▁08', '00', '▁east', 'er', '▁daylight', '▁time', '▁(', '▁', 'e', 'd', 't', ')', ',', '▁', 'w', '▁', 'wick', 's', '▁fly', '▁ba', '</s>']",[]
49,19780206006039I,ENGINE COWLING CAME LOOSE IN FLIGHT. IT HAD NOT BEEN LATCHED PROPERLY.                                             ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'a', 'c', 'f', 't', '▁crashed', '▁on', '▁landing', '▁(', '▁', '.', '19', ')', '▁on', '▁', 'nov', 'ember', '▁19', ',', '▁1998', ',', '▁at', '▁14', '50', '▁hours', '▁', 'pac', 'ific', '▁standard', '▁time', ',', '▁', 'a', '▁', 'm', 'ooney', '▁', 'm', '20', 'f', ',', '▁', 'n', '3', '500', 'x', ',', '▁exp', '</s>']","[[[0, 1], [7, 7]]]"
50,19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.                                             ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-5', ')', '▁on', '▁1', '-20', '-', '99', '▁', 'k', 'itty', '▁', 'hawk', '▁', 'f', 'l', 't', '▁50', '3', '▁', 'm', 'h', 'r', '-', 'to', 'l', '▁diver', 'ted', '▁to', '▁', 'm', 'c', 'i', '▁due', '▁to', '▁loss', '▁of', '▁engine', '▁oil', '▁from', '▁the', '▁#', '▁1', '▁engine', '.', '▁inspector', 's', '</s>']","[[[4, 4], [6, 6]]]"
51,19780208007759I,PILOT OBSERVED GEAR SAFE LIGHTS BUT GEAR COLLAPSED AFTER LANDING. HYDRAULIC RESERVOIR OUT OF FLUID.                ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '.', '19', ')', '▁on', '▁', 'o', 'c', 'to', 'ber', '▁3', ',', '▁1999', ',', '▁about', '▁15', '10', '▁al', 'a', 'ska', '▁daylight', '▁time', ',', '▁', 'a', '▁wheel', '▁equipped', '▁bell', 'an', 'ca', '▁7', 'g', 'c', 'b', 'c', '▁airplane', ',', '▁', 'n', '41', '56', 'y', ',', '▁sus', 't', 'a', 'i', '</s>']",[]
52,19780210006769I,"ENGINE QUIT AT 200 FEET AFTER TAKEOFF DUE TO WATER IN THE FUEL. NO PILOT CERTIFICATE, NO ANNUAL.                   ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁', '^', 'pri', 'vac', 'y', '▁data', '▁', '^', '▁', 'a', '▁private', '▁pilot', '▁while', '▁flying', '▁', 'n', '90', '23', 'q', ',', '▁', 'a', '▁be', 'ech', '▁be', '-', '58', '-', '58', ',', '▁', 'en', 'route', '▁at', '▁1', '2,000', '▁to', '▁km', 's', 'n', '▁had', '▁the', '▁front', '</s>']",[]
53,19780211006969I,"NOSE GEAR COLLAPSED WHILE WAITING FOR TAKEOFF. WAS BEING FERRIED FROM AN EARLIER COLLAPSE, NOSE GEAR NOT BRACED.   ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁', 'jun', 'e', '▁9', ',', '▁2004', ',', '▁at', '▁22', '08', '▁', 'm', 'd', 't', ',', '▁', 'a', '▁ces', 's', 'n', 'a', '▁', '172', ',', '▁', 'n', '94', '74', 'l', ',', '▁registered', '▁to', '▁civil', '▁air', '▁patrol', ',', '▁operating', '▁as', '▁', 'a', '▁public', '▁use', '</s>']","[[[0, 1], [16, 17]]]"
54,19780219007659I,ENGINE QUIT DUE TO ICE IN THE FUEL SYSTEM.                                                                         ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁de', 'c', 'ember', '▁1', ',', '▁2004', ',', '▁at', '▁approximately', '▁16', '30', '▁hours', '▁', 'c', 's', 't', ',', '▁', 'a', '▁be', 'ech', 'craft', '▁be', '-', '23', '-', 'a', '23', ',', '▁', 'n', '14', '43', 'l', ',', '▁coll', 'ide', 'd', '▁with', '▁trees', '▁', 'whi', '</s>']",[]
55,19780212006439I,PILOT UNABLE TO BECOME AIRBORNE DUE TO FROST ON THE WINGS AND FALURE TO USE FULL POWER.                            ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁02', '/09/', '05', '-', 'on', '▁scene', '▁investigation', '▁conducted', '▁of', '▁', 'a', 'c', 'f', 't', '▁incident', '.', '▁02', '/', '08', '/', '05', '▁@', '▁16', '45', '▁', 'm', 'ooney', ',', '▁', 'n', '120', '2', 'x', ',', '▁', 'm', '20', 'c', ',', '▁was', '▁', 'en', 'route', '</s>']",[]
56,19780213006479I,ENGINE SHUT DOWN DUE TO LOW OIL PRESSURE. DIP STICK FOUND TO BE MISSING.                                           ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁febr', 'u', 'ary', '▁18', ',', '▁2007', ',', '▁', 'n', '72', '35', 'k', ',', '▁be', '-', '58', '-', 'p', ',', '▁took', '▁off', '▁from', '▁aber', 'de', 'en', ',', '▁', 's', 'd', '.', '▁when', '▁the', '▁pilot', '▁', 're', 'tracted', '▁the', '▁gear', ',', '▁', 'he', '▁hear', '</s>']",[]
57,19780218007139I,PILOT INTENDED TO FLY LOCALLY AFTER RECENT BLIZZARD. ENGINE QUIT AFTER TAKEOFF DUE TO SNOW PACKED IN ENGINE COWL.  ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁on', '▁sun', 'day', ',', '▁de', 'c', 'ember', '▁24', ',', '▁1995', ',', '▁at', '▁15', '30', '▁', 'm', 's', 't', ',', '▁', 'a', '▁ces', 's', 'n', 'a', '▁', '210', 'e', ',', '▁', 'n', '23', '23', 'f', ',', '▁', 'landed', '▁with', '▁the', '▁main', '▁landing', '▁gear', '▁in', '▁', 't', '</s>']",[]
58,19780225001789I,"ENGINE STOPPED SHORTLY AFTER TAKEOFF FROM REFUELING. SYSTEM, GASCOLATOR AND CARBURETOR CONTAINED WATER.            ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁on', '▁mon', 'day', ',', '▁de', 'c', 'ember', '▁22', ',', '▁1997', ',', '▁at', '▁09', '48', '▁', 'p', 's', 't', ',', '▁', 'a', '▁pipe', 'r', '▁', 'arrow', ',', '▁pa', '-', '28', 'r', '-', '200', ',', '▁', 'n', '154', '28', ',', '▁had', '▁an', '▁engine', '▁failure', '▁15', '▁', 'n', '</s>']",[]
59,19780225001819I,ENGINE STOPPED SOON AFTER LIFT OFF DUE TO FUEL EXHAUSTION. PILOT CLAIMS FUEL GAUGE FAULTY.                         ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '.', '19', ')', '▁on', '▁', 'nov', 'ember', '▁14', ',', '▁1998', ',', '▁at', '▁11', '15', '▁central', '▁standard', '▁time', ',', '▁', 'a', '▁ces', 's', 'n', 'a', '▁18', '2', 'f', ',', '▁', 'n', '32', '40', 'u', ',', '▁pilot', 'e', 'd', '▁by', '▁', 'a', '▁commercial', '▁pilot', ',', '▁', 're', '</s>']",[]
60,19780307014069I,PILOT STRUCK AN UNLIGHTED BARRICADE DURING TAXI FROM LANDING.                                                      ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁on', '▁11', '/', '02', '/', '98', '▁pilot', '▁do', 'u', 'glas', '▁', 'w', '.', '▁case', '▁(', '▁pilot', '▁certificate', '▁', '00', '143', '48', '52', '▁at', 'p', ')', '▁at', '▁11', '01', '▁', 'm', 's', 't', '▁was', '▁on', '▁the', '▁take', 'off', '▁phase', '▁of', '▁', 'a', '▁', 'v', 'f', 'r', '▁', 'l', '</s>']",[]
61,19780221000179I,"PILOT MADE EMERGENCY LANDING DUE TO LOW OIL PRESSURE. NEARLY OUT OF OIL, PILOT HAD NOT CHECKED IT BEFORE TAKEOFF.  ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁9', '/', '9', '/', '99', '-', '▁', 'a', '▁', 'm', 'r', '.', '▁da', 've', '▁', 'h', 'il', 'de', 'brand', '▁(', '▁7', '17', ')', '▁', '88', '6-2', '184', '▁called', '▁to', '▁report', '▁an', '▁incident', '▁that', '▁occurred', '▁on', '▁7', '/2', '2/', '99', ',', '▁', 'involving', '</s>']","[[[0, 0], [15, 15]]]"
62,19780228000419I,ENGINE BEGAN SURGING IN FLIGHT. ENGINE SHUT DOWN. FUEL CONTAMINATION SUSPECTED.                                    ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '.', '19', ')', '▁on', '▁sept', 'ember', '▁23', ',', '▁1999', ',', '▁at', '▁1900', '▁hours', '▁', 'pac', 'ific', '▁daylight', '▁time', ',', '▁', 'a', '▁home', 'built', '▁', 'cier', 'n', 'i', 'a', '▁', 'glas', 'air', '▁', 'i', 'i', 'i', ',', '▁', 'n', '153', 'j', 'c', ',', '▁ex', 'peri', 'en', '</s>']","[[[0, 0], [6, 6]]]"
63,19780303015509I,ELECTRICAL EMERGENCY FOLLOWED JUMP START AND TAKEOFF. LANDING GEAR COLLAPSED AT TOUCHDOWN.                         ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁narrative', ':', '▁', 'm', 's', '.', '▁', 'l', 'unk', 'en', '▁', 'departed', '▁', 'n', 'a', 'shu', 'a', ',', '▁', 'n', 'h', '▁', 'en', 'route', '▁to', '▁alt', 'o', 'on', 'a', ',', '▁pa', '.', '▁in', '▁the', '▁vicinity', '▁of', '▁', 'w', 'il', 'kes', '-', 'bar', 're', ',', '▁pa', '▁she', '▁observed', '</s>']",[]
64,19780311016379I,"PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN. BRAKES WERE WORN OUT, BRAKE RESERVOIR WAS EMPTY.                   ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁', 'th', 'urs', 'day', ',', '▁', 'jun', 'e', ',', '▁22', ',', '▁2000', ',', '▁continental', '▁airlines', '▁flight', '▁17', '63', '▁', 'departed', '▁', 'y', 'y', 'z', '▁for', '▁', 'e', 'w', 'r', '▁at', '▁09', '57', '▁', 'e', 'd', 't', '.', '▁at', '▁cruise', '▁alt', 'i', '</s>']",[]
65,19780327010619I,"PILOT LOST FUEL IN FLIGHT DUE TO FUEL CAPS ON BACKWARD. LANDED FOR FUEL, NON AVAILABLE. TOOK OFF, RAN OUT.         ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁5', '/', '28', '/', '00', '▁@', '▁11', '59', '▁', 'p', 'd', 't', ',', '▁aircraft', '▁', 'n', '4', '67', 'y', 'v', '▁', 'a', '▁pipe', 'r', '▁pa', '46', '-', '310', 'p', ',', '▁am', 'l', 'bu', '▁experienced', '▁possible', '▁engine', '▁problems', '▁right', '▁', 'a', 'f', '</s>']",[]
66,19780421012829I,"PILOT NOTED AIRCRAFT LIGHT DIMMING ON NIGHT FLIGHT. RETURNED, GEAR HANDLE DOWN. GEAR COLLAPSED ON TOUCHDOWN.       ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁sun', 'day', ',', '▁', 'nov', 'ember', '▁5', ',', '▁2000', ',', '▁at', '▁12', '25', '▁est', ',', '▁', 'a', '▁bo', 'e', 'ing', '▁7', '27', ',', '▁', 'n', '5', '11', 'd', 'a', ',', '▁flight', '▁7', '80', ',', '▁operated', '▁by', '▁delta', '▁airlines', ',', '▁rep', 'or', '</s>']",[]
67,19780316008589I,PILOT OVER RAN RUNWAY INTO A DITCH DUE TO BRAKE FAILURE. SYSTEM NEEDED TO BE PURGED OF AIR.                        ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁may', '▁29', ',', '▁2002', ',', '▁at', '▁1', '400', '▁hours', '▁', 'e', 'd', 't', ',', '▁', 'a', '▁pipe', 'r', '▁pa', '-', '23', '-', '250', ',', '▁', 'n', '65', '97', 'y', ',', '▁registered', '▁to', '▁airline', '▁training', '▁academy', ',', '▁in', 'c', ',', '▁', 'e', '</s>']",[]
68,19780319009079I,BOLT IN NOSE GEAR SCISSORS CAME OUT DURING TAKEOFF. NOSE WHEEL DROPPED OUT AFTER LIFTOFF.                          ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁delta', '▁airlines', '▁flight', '▁3', '64', ',', '▁aircraft', '▁', 'n', '37', '38', 'b', ',', '▁', 'a', '▁', 'b', '-', '737', '-', '800', ',', '▁was', '▁', 'en', 'route', '▁to', '▁at', 'lant', 'a', '▁from', '▁', 'kan', 's', 'a', 's', '▁city', '.', '▁at', '▁app', 'rox', 'im', '</s>']","[[[8, 8], [15, 15]]]"
69,19780325010349I,ENGINE STOPPED ON FINAL APPROACH DUE TO WATER CONTAMINATION IN THE FUEL SYSTEM.                                    ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁3', '/6', '/04', '▁at', '▁approximately', '▁09', '32', '▁', 'e', ',', '▁', 'a', '▁', 'ch', 'au', 't', 'au', 'qua', '▁airlines', ',', '▁flight', '▁49', '12', ',', '▁', 'n', '97', '1', 'r', 'p', ',', '▁returned', '▁to', '▁', 'roc', '▁due', '▁to', '▁', 'a', '▁land', 'i', '</s>']",[]
70,19780328011399I,ENGINE QUIT AFTER LIFT OFF DUE TO WATER IN THE FUEL SYSTEM.                                                        ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁', '^', 'pri', 'vac', 'y', '▁data', '▁', 'o', 'mitted', '^', '▁on', '▁7', '-', '26', '-04', '▁pilot', '▁in', '▁command', ',', '▁', 'a', 'ver', 'on', '▁', 'j', '.', '▁', 'ros', 's', 'er', '▁had', '▁', 'departed', '▁the', '▁be', 'ttle', 's', ',', '▁al', 'a', 'ska', '▁airport', '</s>']",[]
71,19780330011569I,"PILOT LOST ELECTRICAL POWER, EXTENDED GEAR MANUALLY. GEAR COLLAPSED. BOTH GENERATOR ARMATURES EXTREMELY GALLED.    ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁the', '▁pilot', '▁', 'departed', '▁', 'dan', 'ville', ',', '▁', 'il', '▁', 'en', 'route', '▁to', '▁crystal', '▁lake', ',', '▁', 'il', '▁in', '▁ces', 's', 'n', 'a', '▁18', '2', ',', '▁', 'n', '9', '28', '48', ',', '▁on', '▁august', '▁23', ',', '▁2004', '.', '▁the', '▁', 'en', '</s>']","[[[6, 6], [9, 9]]]"
72,19780402009009I,GEAR COLLAPSED ON ROLLOUT. PILOT HAD ELECTRICAL FAILURE ON FINAL. FAILED TO USE EMERGENCY GEAR EXTENSION.          ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁on', '▁9/11', '/', '05', '▁at', '▁16', '12', '▁', 'e', 'd', 't', ',', '▁an', '▁experimental', '▁amateur', '-', 'built', '▁aircraft', ',', '▁', 'a', '▁war', 'ner', '▁', 'l', '-', 'i', 'v', 'p', ',', '▁', 'n', '45', '6', 'a', ',', '▁registered', '▁to', '▁air', '▁', '&', '▁sh', '</s>']",[]
73,19780401007929I,NOSE GEAR FELL INTO HOLE IN TAXIWAY WHILE TAXIING. HOLE WAS COVERED OVER WITH MUD AND LOOSE GRAVEL.                ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁at', '▁15', '12', '▁', 'l', 'c', 'l', '▁pilot', '▁', 'departed', '▁', 'r', 'w', 'y', '▁11', 'l', '▁at', '▁', 'b', 'j', 'c', '▁and', '▁app', 'rox', '▁200', ""'"", '-', '300', '▁', ""'"", '▁the', '▁passenger', '▁door', '/', 'can', 'o', 'p', 'y', '▁opened', '▁', 'causing', '▁part', '</s>']","[[[4, 6], [10, 10]]]"
74,19780402008409I,TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT. FOUND WORN OUT & INEFFECTIVE BRAKES AS CAUSE.                             ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁(', '▁', '-', '23', ')', '▁during', '▁', 'a', '▁', 'v', 'f', 'r', '▁flight', '▁from', '▁northwest', '▁regional', '▁airport', ',', '▁', 'r', 'o', 'an', 'ok', 'e', ',', '▁', 't', 'x', ',', '▁to', '▁', 'o', 'mar', '▁', 'n', '.', '▁bra', 'd', 'ley', '▁airport', '▁in', '▁mo', 'ber', 'ly', ',', '▁mo', ',', '</s>']",[]
